,Unnamed: 0,entity_term,entity_name
225,225,ABO isoimmunization,adverse
226,226,ABO isoimmunisation,adverse
227,227,Abortion,adverse
228,228,Abortion complete incomplete missed etc,adverse
229,229,Abortion NOS,adverse
230,230,Unspecified abortion,adverse
231,231,Unspecified abortion without mention of complication,adverse
232,232,Abortion complete incomplete missed etc.,adverse
233,233,Abortion complete complicated,adverse
234,234,"Unspecified abortion, complete, complicated by embolism",adverse
235,235,"Unspecified abortion, complete, complicated by metabolic disorder",adverse
236,236,"Unspecified abortion, complete, complicated by renal failure",adverse
237,237,"Unspecified abortion, complete, complicated by shock",adverse
238,238,"Unspecified abortion, complete, with other specified complications",adverse
239,239,"Unspecified abortion, complete, with unspecified complication",adverse
240,240,Abortion incomplete,adverse
241,241,Abortion incomplete NOS,adverse
242,242,Incomplete abortion,adverse
243,243,"Unspecified abortion, incomplete, without mention of complication",adverse
244,244,Abortion incomplete complicated,adverse
245,245,"Unspecified abortion, incomplete, complicated by embolism",adverse
246,246,"Unspecified abortion, incomplete, complicated by metabolic disorder",adverse
247,247,"Unspecified abortion, incomplete, complicated by renal failure",adverse
248,248,"Unspecified abortion, incomplete, complicated by shock",adverse
249,249,"Unspecified abortion, incomplete, with other specified complications",adverse
250,250,"Unspecified abortion, incomplete, with unspecified complication",adverse
251,251,Abortion induced complete complicated,adverse
252,252,"Illegally induced abortion, complete, complicated by embolism",adverse
253,253,"Illegally induced abortion, complete, complicated by shock",adverse
254,254,"Illegally induced abortion, complete, with unspecified complication",adverse
255,255,"Legally induced abortion, complete, complicated by embolism",adverse
256,256,"Legally induced abortion, complete, complicated by shock",adverse
257,257,"Legally induced abortion, complete, with unspecified complication",adverse
258,258,Abortion induced complicated,adverse
259,259,Illegally induced abortion complicated by embolism,adverse
260,260,Illegally induced abortion complicated by metabolic disorder,adverse
261,261,Illegally induced abortion complicated by renal failure,adverse
262,262,Illegally induced abortion complicated by shock,adverse
263,263,Illegally induced abortion with other specified complications,adverse
264,264,Illegally induced abortion with unspecified complication,adverse
265,265,"Illegally induced abortion, unspecified, complicated by embolism",adverse
266,266,"Illegally induced abortion, unspecified, complicated by shock",adverse
267,267,"Illegally induced abortion, unspecified, with unspecified complication",adverse
268,268,Legally induced abortion complicated by embolism,adverse
269,269,Legally induced abortion complicated by metabolic disorder,adverse
270,270,Legally induced abortion complicated by renal failure,adverse
271,271,Legally induced abortion complicated by shock,adverse
272,272,Legally induced abortion with other specified complications,adverse
273,273,Legally induced abortion with unspecified complication,adverse
274,274,"Legally induced abortion, unspecified, complicated by embolism",adverse
275,275,"Legally induced abortion, unspecified, complicated by shock",adverse
276,276,"Legally induced abortion, unspecified, with unspecified complication",adverse
277,277,Abortion induced incomplete complicated,adverse
278,278,"Illegally induced abortion, incomplete, complicated by embolism",adverse
279,279,"Illegally induced abortion, incomplete, complicated by shock",adverse
280,280,"Illegally induced abortion, incomplete, with unspecified complication",adverse
281,281,"Legally induced abortion, incomplete, complicated by embolism",adverse
282,282,"Legally induced abortion, incomplete, complicated by shock",adverse
283,283,"Legally induced abortion, incomplete, with unspecified complication",adverse
284,284,Abortion infected,adverse
285,285,Abortion infective,adverse
286,286,Infected abortion,adverse
287,287,Infected abortion (spontaneous),adverse
288,288,Septic abortion,adverse
289,289,Abortion missed,adverse
290,290,Masceration,adverse
291,291,Missed abortion,adverse
292,292,Papyraceous fetus,adverse
293,293,"Papyraceous fetus, antepartum",adverse
294,294,Papyraceous foetus,adverse
295,295,"Papyraceous foetus, antepartum",adverse
296,296,Abortion spontaneous,adverse
297,297,Abortion spontaneous NOS,adverse
298,298,Miscarriage,adverse
299,299,Miscarriage of pregnancy,adverse
300,300,Spontaneous abortion,adverse
301,301,Spontaneous abortion without mention of complication,adverse
302,302,"Spontaneous abortion, unspecified, without mention of complication",adverse
303,303,Early miscarriage,adverse
304,304,Late miscarriage,adverse
305,305,Abortion spontaneous complete complicated,adverse
306,306,"Spontaneous abortion, complete, complicated by embolism",adverse
307,307,"Spontaneous abortion, complete, complicated by renal failure",adverse
308,308,"Spontaneous abortion, complete, complicated by shock",adverse
309,309,"Spontaneous abortion, complete, with other specified complications",adverse
310,310,"Spontaneous abortion, complete, with unspecified complication",adverse
311,311,Abortion spontaneous complicated,adverse
312,312,Spontaneous abortion complicated by embolism,adverse
313,313,Spontaneous abortion complicated by metabolic disorder,adverse
314,314,Spontaneous abortion complicated by renal failure,adverse
315,315,Spontaneous abortion complicated by shock,adverse
316,316,Spontaneous abortion with other specified complications,adverse
317,317,Spontaneous abortion with unspecified complication,adverse
318,318,"Spontaneous abortion, complete, without mention of complication",adverse
319,319,"Spontaneous abortion, incomplete, without mention of complication",adverse
320,320,"Spontaneous abortion, unspecified, complicated by embolism",adverse
321,321,"Spontaneous abortion, unspecified, complicated by metabolic disorder",adverse
322,322,"Spontaneous abortion, unspecified, complicated by renal failure",adverse
323,323,"Spontaneous abortion, unspecified, complicated by shock",adverse
324,324,"Spontaneous abortion, unspecified, with other specified complications",adverse
325,325,"Spontaneous abortion, unspecified, with unspecified complication",adverse
326,326,Abortion spontaneous incomplete complicated,adverse
327,327,"Spontaneous abortion, incomplete, complicated by embolism",adverse
328,328,"Spontaneous abortion, incomplete, complicated by renal failure",adverse
329,329,"Spontaneous abortion, incomplete, complicated by shock",adverse
330,330,"Spontaneous abortion, incomplete, with other specified complications",adverse
331,331,"Spontaneous abortion, incomplete, with unspecified complication",adverse
332,332,Abortion threatened,adverse
333,333,Threatened abortion,adverse
334,334,"Threatened abortion, antepartum",adverse
335,335,"Threatened abortion, delivered",adverse
336,336,Abscess,adverse
337,337,Abscess NOS,adverse
338,338,Haematapostema,adverse
339,339,Hematapostema,adverse
340,340,Abscess discharge,adverse
341,341,Abscess bacterial,adverse
342,342,Abscess bacterial NOS,adverse
343,343,Abscess intestinal,adverse
344,344,Abscess of intestine,adverse
345,345,Intestinal crypt abscess,adverse
346,346,Abscess of external auditory meatus,adverse
347,347,Boil in the outer ear canal,adverse
348,348,Boil of external auditory meatus,adverse
349,349,Abscess of eyelid,adverse
350,350,Eyelid abscess NOS,adverse
351,351,Abscess of salivary gland,adverse
352,352,Salivary gland abscess NOS,adverse
353,353,Abscess oral,adverse
354,354,Mouth abscess,adverse
355,355,Abscess sterile,adverse
356,356,Abscess apocrine gland,adverse
357,357,Abscess sweat gland,adverse
358,358,Acalculia,adverse
359,359,Acanthosis,adverse
360,360,Acanthosis nigricans,adverse
361,361,Acquired acanthosis nigricans,adverse
362,362,Acariasis,adverse
363,363,Acariasis NOS,adverse
364,364,"Acariasis, other",adverse
365,365,"Acariasis, unspecified",adverse
366,366,Other acariasis,adverse
367,367,Accelerated hypertension,adverse
368,368,Accessory auricle,adverse
369,369,Auricle accessory,adverse
370,370,Preauricular skin tag,adverse
371,371,Accessory carpal bone,adverse
372,372,Accessory carpal bones,adverse
373,373,Accessory muscle,adverse
374,374,Accessory salivary gland,adverse
375,375,Accident,adverse
376,376,Accident at school,adverse
377,377,Accident NOS,adverse
378,378,Aircraft accident,adverse
379,379,Riding accident,adverse
380,380,Railroad related accident,adverse
381,381,Watercraft accident,adverse
382,382,Explosive material accident,adverse
383,383,Machinery accident,adverse
384,384,Fire accident,adverse
385,385,Sports accident,adverse
386,386,Skiing accident,adverse
387,387,Accident at home,adverse
388,388,Accident household,adverse
389,389,Domestic accident,adverse
390,390,Domestic injury,adverse
391,391,Injury in the home,adverse
392,392,Accident at work,adverse
393,393,Industrial accident,adverse
394,394,Injury at work,adverse
395,395,Accidental overdose,adverse
396,396,Accidental overdose (therapeutic agent),adverse
397,397,Drug overdose accidental,adverse
398,398,Drug toxicity due to accidental overdosage,adverse
399,399,Overdose accidental,adverse
400,400,Accidental overdose (nontherapeutic agent or chemical),adverse
401,401,Multiple drug overdose accidental,adverse
402,402,Accidental poisoning,adverse
403,403,Poisoning accidental,adverse
404,404,Abnormality of accommodation,adverse
405,405,Accommodation abnormal,adverse
406,406,Accommodation debility,adverse
407,407,Accommodation difficulty,adverse
408,408,Accommodation disorder,adverse
409,409,Accommodation disturbance,adverse
410,410,Accommodation paralysis,adverse
411,411,Accommodation spasm,adverse
412,412,Disorder accommodation,adverse
413,413,Disorders of accommodation,adverse
414,414,Disorders of refraction and accommodation,adverse
415,415,"Disorders of refraction and accommodation, other",adverse
416,416,Distance accommodation disorder,adverse
417,417,Other disorder of refraction and accommodation,adverse
418,418,Other disorders of refraction and accommodation,adverse
419,419,Paresis of accommodation,adverse
420,420,Pupillary accommodation disorder,adverse
421,421,Spasm of accommodation,adverse
422,422,Unspecified disorder of refraction and accommodation,adverse
423,423,Visual accommodation disturbance of,adverse
424,424,Inertia of accommodation,adverse
425,425,Acetabulum fracture,adverse
426,426,Closed fracture of acetabulum,adverse
427,427,Open fracture of acetabulum,adverse
428,428,Acetonaemia,adverse
429,429,Acetonemia,adverse
430,430,Ketonaemia absent,adverse
431,431,Ketonaemia present,adverse
432,432,Ketonemia absent,adverse
433,433,Ketonemia present,adverse
434,434,Ketonaemia,adverse
435,435,Ketonemia,adverse
436,436,Achlorhydria,adverse
437,437,Achylia gastrica,adverse
438,438,Hypochlorhydria,adverse
439,439,Acid base balance abnormal,adverse
440,440,Acid-base balance abnoraml,adverse
441,441,Acid-base balance disorder,adverse
442,442,Acid-base balance disorder mixed,adverse
443,443,Mixed acid-base balance disorder,adverse
444,444,Acidosis,adverse
445,445,Acidosis NOS,adverse
446,446,Acidemia,adverse
447,447,Acidaemia,adverse
448,448,Acidosis aggravated,adverse
449,449,Acute acidosis,adverse
450,450,Chronic acidosis,adverse
451,451,Acidosis hyperchloraemic,adverse
452,452,Acidosis hyperchloremic,adverse
453,453,Hyperchloraemic acidosis,adverse
454,454,Hyperchloremic acidosis,adverse
455,455,Acne,adverse
456,456,Acne aggravated,adverse
457,457,Acne comedonal,adverse
458,458,Acne follicular,adverse
459,459,Acne follicular papular pustular etc,adverse
460,460,Acne medicamentosa,adverse
461,461,Acne NOS,adverse
462,462,Acne papular,adverse
463,463,Acne steroid,adverse
464,464,Acne steroid-induced,adverse
465,465,Acne vulgaris,adverse
466,466,Blackheads,adverse
467,467,Comedo,adverse
468,468,Comedome,adverse
469,469,Comedone,adverse
470,470,Exacerbation of acne,adverse
471,471,Other acne,adverse
472,472,Pimple,adverse
473,473,Pimples,adverse
474,474,Steroid acne,adverse
475,475,Whiteheads,adverse
476,476,Acne follicular papular pustular etc.,adverse
477,477,Hormonal acne,adverse
478,478,Acne conglobata,adverse
479,479,Acne conglobate,adverse
480,480,Dissecting perifolliculitis of scalp,adverse
481,481,Dissecting cellulitis of scalp,adverse
482,482,Acne cosmetica,adverse
483,483,Acne cystic,adverse
484,484,Cystic acne,adverse
485,485,Acne infantile,adverse
486,486,Acne neonatorum,adverse
487,487,Infantile acne,adverse
488,488,Acne occupational,adverse
489,489,Acne pustular,adverse
490,490,Pustular acne,adverse
491,491,Acne varioliformis,adverse
492,492,Acoustic neurinoma,adverse
493,493,Acoustic neuroma,adverse
494,494,Acoustic schwannoma,adverse
495,495,Acoustic stimulation tests abnormal,adverse
496,496,Hearing test abnormal,adverse
497,497,Acquired afibrinogenaemia,adverse
498,498,Acquired afibrinogenemia,adverse
499,499,Acquired cardiac septal defect,adverse
500,500,Cardiac septal defect NOS acquired,adverse
501,501,Acquired hydrocele,adverse
502,502,Hydrocele (excl congenital),adverse
503,503,Acquired immune deficiency syndr,adverse
504,504,Acquired immune deficiency syndrome,adverse
505,505,Acquired immuno deficiency syndrome,adverse
506,506,Acquired immunodeficiency syndrome,adverse
507,507,"Acquired immunodeficiency syndrome, unspecified",adverse
508,508,AIDS,adverse
509,509,Acquired immunodeficiency syndrome NOS,adverse
510,510,Acquired tracheo-oesophageal fistula,adverse
511,511,Acquired tracheo-esophageal fistula,adverse
512,512,Acral lentiginous melanoma,adverse
513,513,Acral lentiginous melanoma stage unspecified,adverse
514,514,Subungual melanoma,adverse
515,515,Acral lentiginous melanoma stage I,adverse
516,516,Acral lentiginous melanoma stage II,adverse
517,517,Acral lentiginous melanoma stage III,adverse
518,518,Acral lentiginous melanoma stage IV,adverse
519,519,Acrochordon,adverse
520,520,Skin tags,adverse
521,521,Fibroma molle,adverse
522,522,Fibroepithelial polyp,adverse
523,523,Acrodermatitis chronica atrophicans,adverse
524,524,Acrodermatitis enteropathica,adverse
525,525,Acrodermatitis enterpatica,adverse
526,526,Enteropathic acrodermatitis,adverse
527,527,Acrodynia,adverse
528,528,Disease pink,adverse
529,529,Erythredema polyneuropathy,adverse
530,530,Bilderbeck's disease,adverse
531,531,Selter's disease,adverse
532,532,Swift disease,adverse
533,533,Swift-Feer disease,adverse
534,534,Feer's disease,adverse
535,535,Acromegaly,adverse
536,536,Acromegaly and gigantism,adverse
537,537,Acrophobia,adverse
538,538,ACTH-producing pituitary tumour,adverse
539,539,ACTH-producing pituitary tumor,adverse
540,540,Actinic keratosis,adverse
541,541,Senile keratosis,adverse
542,542,Solar keratosis,adverse
543,543,Hypertrophic actinic keratosis,adverse
544,544,Pigmented actinic keratosis,adverse
545,545,Actinic prurigo,adverse
546,546,Hutchinson's summer prurigo,adverse
547,547,Actinomycetomas,adverse
548,548,Actinomycosis,adverse
549,549,Actinomycotic granuloma,adverse
550,550,Actinomycotic infection of other specified sites,adverse
551,551,Actinomycotic infection of unspecified site,adverse
552,552,Actinomycotic infections,adverse
553,553,Abdominal actinomycotic infection,adverse
554,554,Actinomycotic abdominal infection,adverse
555,555,Actinomycotic pulmonary infection,adverse
556,556,Pulmonary actinomycotic infection,adverse
557,557,"Actinomycotic infection, cutaneous",adverse
558,558,Actinomycotic skin infection,adverse
559,559,Cervicofacial actinomycotic infection,adverse
560,560,Cutaneous actinomycotic infection,adverse
561,561,Activated partial thromboplastin time abnormal,adverse
562,562,Activated partial thromboplastin time abnormal NOS,adverse
563,563,Kaolin cephalin clotting time abnormal,adverse
564,564,Kaolin cephalin clotting time abnormal NOS,adverse
565,565,Activated partial thromboplastin time increased,adverse
566,566,Activated partial thromboplastin time prolonged,adverse
567,567,APTT increased,adverse
568,568,APTT prolonged,adverse
569,569,Kaolin cephalin clotting time prolonged,adverse
570,570,KCCT increased,adverse
571,571,Partial thromboplastin time prolonged,adverse
572,572,PTT prolonged,adverse
573,573,Activated partial thromboplastin time decreased,adverse
574,574,Activated partial thromboplastin time shortened,adverse
575,575,APTT decreased,adverse
576,576,Kaolin cephalin clotting time shortened,adverse
577,577,KCCT decreased,adverse
578,578,Partial thromboplastin time shortened,adverse
579,579,PTT shortened,adverse
580,580,Abdomen mimicking acute,adverse
581,581,Abdominal syndrome acute,adverse
582,582,Acute abdomen,adverse
583,583,Syndrome abdominal acute,adverse
584,584,Abdominal catastrophe,adverse
585,585,Acute disseminated encephalomyelitis,adverse
586,586,Perivenous encephalomyelitis,adverse
587,587,Acute fatty liver,adverse
588,588,Acute fatty liver of pregnancy,adverse
589,589,Acute febrile neutrophilic dermatosis,adverse
590,590,Sweet syndrome,adverse
591,591,Sweet's syndrome,adverse
592,592,Acute hepatic failure,adverse
593,593,Fulminant hepatic failure,adverse
594,594,Acute liver failure,adverse
595,595,Acute HIV infection,adverse
596,596,Acute human immunodeficiency virus type I infection,adverse
597,597,Acute infection with HIV,adverse
598,598,Primary HIV infection,adverse
599,599,HIV seroconversion illness,adverse
600,600,Acute retroviral syndrome,adverse
601,601,Acute HIV syndrome,adverse
602,602,Acute leukaemia,adverse
603,603,Acute leukaemia NOS,adverse
604,604,Acute leukaemia of unspecified cell type,adverse
605,605,Acute leukaemia unclassifiable,adverse
606,606,Acute leukemia,adverse
607,607,Acute leukemia NOS,adverse
608,608,Acute leukemia unclassifiable,adverse
609,609,Leukaemia acute,adverse
610,610,"Leukaemia of unspecified cell type, acute",adverse
611,611,Leukaemia stem cell,adverse
612,612,Leukemia acute,adverse
613,613,"Leukemia of unspecified cell type, acute",adverse
614,614,Leukemia stem cell,adverse
615,615,Acute leukemia of unspecified cell type,adverse
616,616,Acute lymphatic leukaemia,adverse
617,617,Acute lymphatic leukemia,adverse
618,618,Acute lymphoblastic leukaemia,adverse
619,619,Acute lymphoblastic leukemia,adverse
620,620,Acute lymphocytic leukaemia,adverse
621,621,Acute lymphocytic leukemia,adverse
622,622,Acute lymphoid leukaemia,adverse
623,623,Acute lymphoid leukemia without mention of remission,adverse
624,624,Leukemia lymphoblastic acute,adverse
625,625,"Lymphoid leukaemia, acute",adverse
626,626,"Lymphoid leukemia, acute",adverse
627,627,Receptor silent type acute leukaemia,adverse
628,628,Receptor silent type acute leukemia,adverse
629,629,Acute lymphoid leukaemia without mention of remission,adverse
630,630,Leukaemia lymphoblastic acute,adverse
631,631,Acute lymphoid leukemia,adverse
632,632,Philadelphia positive acute lymphocytic leukaemia,adverse
633,633,Philadelphia positive acute lymphocytic leukemia,adverse
634,634,Acute lymphocytic leukaemia (in remission),adverse
635,635,Acute lymphoid leukemia in remission,adverse
636,636,Acute lymphocytic leukemia (in remission),adverse
637,637,Acute lymphoid leukaemia in remission,adverse
638,638,Acute megakaryoblastic leukaemia,adverse
639,639,Acute megakaryocytic leukaemia,adverse
640,640,Acute megakaryocytic leukemia,adverse
641,641,Megakaryocytic leukemia without mention of remission,adverse
642,642,Megakaryocytic leukaemia,adverse
643,643,Megakaryocytic leukaemia NOS,adverse
644,644,Megakaryocytic leukemia,adverse
645,645,Megakaryocytic leukaemia without mention of remission,adverse
646,646,Acute megakaryoblastic leukemia,adverse
647,647,Acute monoblastic leukemia,adverse
648,648,Acute monocytic leukaemia,adverse
649,649,Acute monocytic leukemia,adverse
650,650,Acute monocytic leukemia without mention of remission,adverse
651,651,Leukemia monoblastic acute,adverse
652,652,"Monocytic leukaemia, acute",adverse
653,653,"Monocytic leukemia, acute",adverse
654,654,Acute monoblastic leukaemia,adverse
655,655,Acute monocytic leukaemia without mention of remission,adverse
656,656,Leukaemia monoblastic acute,adverse
657,657,Acute monocytic leukaemia (in remission),adverse
658,658,Acute monocytic leukemia in remission,adverse
659,659,Acute monocytic leukemia (in remission),adverse
660,660,Acute granulocytic leukaemia,adverse
661,661,Acute myeloblastic leukemia,adverse
662,662,Acute myeloid leukaemia,adverse
663,663,Acute myeloid leukaemia aggravat.,adverse
664,664,Acute myeloid leukaemia aggravated,adverse
665,665,Acute myeloid leukaemia NOS,adverse
666,666,Acute myeloid leukaemia with minimal differentiation,adverse
667,667,Acute myeloid leukemia,adverse
668,668,Acute myeloid leukemia with minimal differentiation,adverse
669,669,Acute myeloid leukemia without mention of remission,adverse
670,670,Leukaemia undifferentiated,adverse
671,671,Leukemia myeloblastic acute,adverse
672,672,Leukemia undifferentiated,adverse
673,673,"Myeloid leukaemia, acute",adverse
674,674,"Myeloid leukemia, acute",adverse
675,675,Non-lymphoblastic leukaemia acute,adverse
676,676,Non-lymphoblastic leukaemia NOS,adverse
677,677,Non-lymphoblastic leukemia acute,adverse
678,678,Non-lymphoblastic leukemia NOS,adverse
679,679,Acute myelocytic leukaemia,adverse
680,680,Acute myeloid leukemia aggravated,adverse
681,681,Acute myeloid leukemia NOS,adverse
682,682,Acute myeloblastic leukaemia,adverse
683,683,Acute myeloid leukaemia without mention of remission,adverse
684,684,Leukaemia myeloblastic acute,adverse
685,685,Acute granulocytic leukemia,adverse
686,686,Acute myelocytic leukemia,adverse
687,687,Treatment related acute myeloid leukemia,adverse
688,688,Treatment related acute myeloid leukaemia,adverse
689,689,AML progression,adverse
